Fecha,Ciudad,Tipo_Hospedaje,Precio_Noche_USD,Noches,Precio_Total_USD
2023-08-16,Sídney,Airbnb,194.17,5,970.85
2023-10-07,Ciudad de México,Hotel 4 estrellas,242.82,10,2428.2
2024-12-28,Singapur,Hotel 5 estrellas,295.56,3,886.68
2025-03-04,Bangkok,Hotel 4 estrellas,223.79,2,447.58
2023-06-27,Toronto,Hotel 2 estrellas,76.88,7,538.16
2022-06-23,Lima,Airbnb,61.1,10,611.0
2022-06-19,Moscú,Airbnb,116.96,13,1520.48
2023-06-02,Ámsterdam,Hotel 4 estrellas,179.81,10,1798.1
2025-01-14,Roma,Hotel 3 estrellas,70.84,3,212.52
2024-08-23,Moscú,Hostal,15.46,2,30.92
2024-05-25,Lima,Hotel 4 estrellas,186.28,5,931.4
2023-06-06,Dubái,Airbnb,158.85,6,953.1
2025-01-11,Seúl,Hostal,20.95,6,125.7
2024-04-26,Ámsterdam,Hotel 5 estrellas,871.61,12,10459.32
2024-12-16,Tokio,Hotel 5 estrellas,501.11,11,5512.21
2023-11-04,Praga,Hotel 3 estrellas,80.25,2,160.5
2024-01-08,Dubái,Hotel 3 estrellas,127.83,1,127.83
2022-07-25,Bangkok,Hotel 3 estrellas,146.0,13,1898.0
2024-05-10,Ciudad del Cabo,Hostal,43.41,5,217.05
2022-08-09,Roma,Hostal,39.7,11,436.7
2023-09-25,Ámsterdam,Hotel 5 estrellas,241.57,6,1449.42
2025-02-08,Berlín,Hotel 5 estrellas,716.87,9,6451.83
2023-04-17,Berlín,Airbnb,184.9,14,2588.6
2024-04-16,Berlín,Hotel 3 estrellas,105.55,8,844.4
2023-01-16,San Francisco,Hotel 5 estrellas,482.5,3,1447.5
2024-11-11,Barcelona,Hostal,22.65,7,158.55
2024-05-28,Ámsterdam,Hotel 3 estrellas,104.8,14,1467.2
2023-04-25,Estambul,Hostal,31.2,11,343.2
2022-10-08,Nueva York,Hotel 4 estrellas,159.7,12,1916.4
2022-12-11,Moscú,Hostal,29.16,11,320.76
2025-02-26,Río de Janeiro,Hostal,44.36,6,266.16
2023-10-01,Dubái,Hotel 3 estrellas,131.46,5,657.3
2023-04-03,Buenos Aires,Hotel 3 estrellas,84.75,12,1017.0
2023-06-18,Barcelona,Hostal,40.83,11,449.13
2024-01-07,Bangkok,Hotel 3 estrellas,137.6,11,1513.6
2024-02-20,Dubái,Hostal,18.74,13,243.62
2023-02-13,Seúl,Hotel 4 estrellas,155.14,6,930.84
2024-08-01,Moscú,Hotel 4 estrellas,102.39,4,409.56
2023-11-11,El Cairo,Hotel 4 estrellas,200.54,8,1604.32
2023-10-07,San Francisco,Hostal,11.66,13,151.58
2024-05-29,San Francisco,Hotel 3 estrellas,105.05,5,525.25
2022-09-22,Nueva York,Hotel 4 estrellas,195.31,9,1757.79
2022-07-30,Estambul,Hotel 4 estrellas,226.21,7,1583.47
2023-04-10,Toronto,Airbnb,59.23,6,355.38
2023-04-27,Nueva York,Hotel 2 estrellas,61.6,13,800.8
2023-04-02,Toronto,Hotel 4 estrellas,130.94,5,654.7
2024-05-16,Ámsterdam,Airbnb,71.43,7,500.01
2024-08-20,El Cairo,Hotel 3 estrellas,87.37,4,349.48
2023-03-29,Buenos Aires,Hotel 4 estrellas,112.17,4,448.68
2024-07-27,Dubái,Hotel 3 estrellas,139.98,2,279.96
2023-09-28,Estambul,Hotel 5 estrellas,924.0,9,8316.0
2023-05-05,Dubái,Airbnb,132.86,4,531.44
2023-07-21,Berlín,Hotel 2 estrellas,67.38,10,673.8
2023-04-12,Praga,Airbnb,172.4,12,2068.8
2022-07-15,Berlín,Hostal,22.47,12,269.64
2025-01-21,Roma,Hotel 4 estrellas,183.85,13,2390.05
2025-04-04,Sídney,Hostal,49.79,11,547.69
2025-04-22,Delhi,Hostal,18.59,9,167.31
2022-06-14,Seúl,Airbnb,143.07,4,572.28
2022-08-08,Barcelona,Hostal,48.97,10,489.7
2025-02-25,Ciudad del Cabo,Hostal,35.74,1,35.74
2024-05-27,Tokio,Hotel 3 estrellas,147.1,13,1912.3
2023-07-06,Lima,Airbnb,91.18,6,547.08
2024-05-11,Singapur,Airbnb,165.82,14,2321.48
2023-09-13,Bangkok,Hotel 5 estrellas,678.7,9,6108.3
2024-08-31,Lima,Hotel 5 estrellas,770.81,14,10791.34
2024-05-12,El Cairo,Hostal,16.93,10,169.3
2023-08-08,Lima,Hotel 5 estrellas,588.9,7,4122.3
2023-10-18,Seúl,Hotel 3 estrellas,136.65,5,683.25
2025-04-20,Toronto,Hotel 3 estrellas,72.87,14,1020.18
2024-11-18,Praga,Hotel 2 estrellas,78.27,14,1095.78
2024-01-31,Barcelona,Hostal,28.38,4,113.52
2023-06-10,Dubái,Hostal,31.51,1,31.51
2024-08-24,Sídney,Hotel 2 estrellas,46.83,11,515.13
2023-07-05,Seúl,Hostal,23.83,11,262.13
2023-09-21,Nueva York,Hotel 2 estrellas,66.35,12,796.2
2024-03-02,Seúl,Hostal,31.75,7,222.25
2023-02-03,Delhi,Hotel 4 estrellas,248.7,6,1492.2
2023-05-08,Barcelona,Hotel 5 estrellas,200.2,12,2402.4
2023-09-14,Barcelona,Hotel 4 estrellas,152.69,6,916.14
2022-08-31,Londres,Airbnb,157.7,8,1261.6
2024-05-04,Barcelona,Hotel 3 estrellas,109.5,7,766.5
2023-08-09,El Cairo,Hotel 2 estrellas,69.56,13,904.28
2025-01-11,París,Hotel 2 estrellas,47.3,9,425.7
2023-03-13,Tokio,Airbnb,118.49,7,829.43
2024-12-24,Río de Janeiro,Hotel 4 estrellas,177.54,9,1597.86
2023-03-14,Ámsterdam,Hostal,28.41,12,340.92
2023-05-11,Estambul,Hotel 5 estrellas,783.33,8,6266.64
2023-07-16,Roma,Hostal,20.81,5,104.05
2022-09-22,Río de Janeiro,Hotel 3 estrellas,95.25,3,285.75
2024-05-06,Moscú,Hotel 3 estrellas,137.2,4,548.8
2024-04-18,Londres,Hotel 2 estrellas,72.37,3,217.11
2025-01-21,Ámsterdam,Hotel 4 estrellas,132.35,6,794.1
2023-08-02,Berlín,Hotel 3 estrellas,113.24,3,339.72
2023-07-27,Ámsterdam,Hotel 2 estrellas,64.17,13,834.21
2024-06-18,Estambul,Airbnb,52.28,6,313.68
2023-08-11,Seúl,Hostal,20.17,14,282.38
2022-05-31,Río de Janeiro,Hotel 3 estrellas,71.34,6,428.04
2023-11-24,Toronto,Hotel 4 estrellas,119.46,4,477.84
2024-12-21,Ámsterdam,Airbnb,31.95,5,159.75
2025-01-05,Ámsterdam,Airbnb,164.7,9,1482.3
2025-01-03,Estambul,Hostal,25.76,6,154.56
2024-12-21,Moscú,Hotel 4 estrellas,133.69,13,1737.97
2023-08-02,Bangkok,Airbnb,80.99,7,566.93
2023-03-21,Bangkok,Hotel 3 estrellas,93.44,5,467.2
2025-03-11,Lima,Hostal,15.55,10,155.5
2022-07-29,Dubái,Hotel 3 estrellas,72.34,12,868.08
2023-08-23,Toronto,Hotel 3 estrellas,85.1,13,1106.3
2024-05-25,Praga,Hostal,46.6,1,46.6
2023-11-08,Estambul,Hotel 3 estrellas,75.85,9,682.65
2024-03-06,Ámsterdam,Hotel 4 estrellas,217.92,1,217.92
2022-11-03,El Cairo,Hotel 4 estrellas,132.48,8,1059.84
2024-03-11,Ciudad del Cabo,Hotel 2 estrellas,46.35,11,509.85
2022-10-07,Sídney,Hotel 4 estrellas,177.07,1,177.07
2024-08-21,Lima,Airbnb,115.53,3,346.59
2025-02-16,Praga,Hostal,34.66,12,415.92
2022-10-23,Estambul,Hotel 4 estrellas,179.24,14,2509.36
2023-11-26,Roma,Hotel 3 estrellas,80.94,14,1133.16
2025-03-22,San Francisco,Hotel 3 estrellas,113.76,4,455.04
2024-04-20,El Cairo,Airbnb,87.45,1,87.45
2023-05-19,Seúl,Hotel 4 estrellas,176.69,10,1766.9
2025-04-07,Sídney,Hotel 3 estrellas,100.55,5,502.75
2023-07-05,Estambul,Hotel 3 estrellas,139.1,1,139.1
2024-06-26,Lima,Hotel 2 estrellas,79.7,5,398.5
2023-06-24,Barcelona,Airbnb,48.72,12,584.64
2022-08-19,San Francisco,Airbnb,102.72,6,616.32
2022-12-09,Berlín,Hotel 3 estrellas,142.49,14,1994.86
2022-09-30,Sídney,Hotel 2 estrellas,51.26,7,358.82
2023-03-09,Lima,Hotel 5 estrellas,756.56,2,1513.12
2022-12-18,Nueva York,Airbnb,166.23,10,1662.3
2022-08-16,Berlín,Airbnb,165.87,14,2322.18
2022-10-10,Buenos Aires,Hotel 3 estrellas,141.15,14,1976.1
2023-09-01,Estambul,Hotel 3 estrellas,87.49,8,699.92
2022-07-24,Tokio,Hotel 2 estrellas,53.34,8,426.72
2022-07-16,Lima,Hotel 4 estrellas,141.29,4,565.16
2023-12-05,Moscú,Airbnb,138.09,6,828.54
2023-05-26,Tokio,Hotel 2 estrellas,67.79,1,67.79
2023-01-05,Nueva York,Airbnb,49.17,2,98.34
2023-05-24,San Francisco,Airbnb,48.03,6,288.18
2024-09-16,Tokio,Airbnb,192.79,13,2506.27
2024-10-01,Dubái,Hotel 4 estrellas,163.83,2,327.66
2024-08-25,Delhi,Hotel 3 estrellas,99.46,11,1094.06
2023-04-05,Tokio,Hotel 5 estrellas,822.63,12,9871.56
2024-04-09,Nueva York,Hotel 4 estrellas,243.47,4,973.88
2022-07-08,Roma,Hotel 2 estrellas,52.64,9,473.76
2022-10-23,Londres,Hotel 3 estrellas,135.51,14,1897.14
2022-06-18,Río de Janeiro,Hotel 5 estrellas,539.35,6,3236.1
2025-02-16,Bangkok,Airbnb,63.27,4,253.08
2024-08-03,Barcelona,Hotel 2 estrellas,49.93,1,49.93
2024-12-22,Sídney,Hotel 2 estrellas,74.87,9,673.83
2023-03-08,Praga,Hotel 5 estrellas,481.52,8,3852.16
2023-07-16,Berlín,Airbnb,127.55,7,892.85
2023-05-06,Ciudad del Cabo,Airbnb,74.31,11,817.41
2025-04-16,Buenos Aires,Hotel 3 estrellas,145.1,4,580.4
2024-12-24,Tokio,Hotel 4 estrellas,158.22,12,1898.64
2024-11-11,Berlín,Hotel 2 estrellas,68.47,2,136.94
2023-04-19,Barcelona,Airbnb,117.1,3,351.3
2024-04-26,Moscú,Hotel 2 estrellas,40.79,5,203.95
2023-09-03,Sídney,Airbnb,98.59,3,295.77
2022-11-30,Buenos Aires,Hotel 4 estrellas,205.81,3,617.43
2025-01-29,Estambul,Hotel 4 estrellas,140.54,9,1264.86
2023-07-19,Ciudad del Cabo,Hotel 4 estrellas,115.52,10,1155.2
2024-05-29,Sídney,Hotel 4 estrellas,174.99,1,174.99
2023-09-29,Moscú,Hotel 5 estrellas,678.29,1,678.29
2023-11-22,Barcelona,Airbnb,145.77,14,2040.78
2023-11-08,Berlín,Airbnb,91.67,10,916.7
2023-05-15,Estambul,Airbnb,57.75,6,346.5
2023-06-10,Lima,Hotel 3 estrellas,60.66,6,363.96
2022-10-10,Seúl,Hotel 5 estrellas,673.15,1,673.15
2024-08-07,Singapur,Hotel 3 estrellas,123.87,8,990.96
2025-03-29,Sídney,Hostal,41.93,7,293.51
2023-10-13,Moscú,Hotel 2 estrellas,61.9,7,433.3
2025-04-14,San Francisco,Hotel 5 estrellas,432.97,14,6061.58
2022-09-02,Ciudad de México,Hotel 2 estrellas,62.06,14,868.84
2024-01-02,Estambul,Hostal,11.23,7,78.61
2022-08-14,Nueva York,Hotel 2 estrellas,62.31,14,872.34
2022-07-25,Buenos Aires,Hotel 5 estrellas,299.42,7,2095.94
2023-03-29,San Francisco,Hotel 4 estrellas,155.16,11,1706.76
2024-01-01,Lima,Hotel 5 estrellas,517.73,11,5695.03
2023-09-13,París,Hotel 3 estrellas,79.36,11,872.96
2025-03-01,Delhi,Hotel 4 estrellas,162.62,9,1463.58
2024-11-21,Barcelona,Airbnb,55.97,10,559.7
2023-05-04,Delhi,Hotel 2 estrellas,79.63,8,637.04
2025-01-19,Delhi,Airbnb,172.16,7,1205.12
2025-04-21,Bangkok,Hostal,30.97,1,30.97
2023-12-28,Toronto,Airbnb,33.82,6,202.92
2024-08-23,Barcelona,Hostal,30.86,3,92.58
2024-10-25,El Cairo,Hotel 2 estrellas,57.26,8,458.08
2024-07-31,Seúl,Hotel 3 estrellas,97.92,9,881.28
2023-10-11,Seúl,Hotel 5 estrellas,902.29,6,5413.74
2023-12-16,Buenos Aires,Hotel 5 estrellas,699.97,12,8399.64
2023-09-29,Nueva York,Hotel 3 estrellas,121.78,5,608.9
2024-12-25,Seúl,Airbnb,99.8,8,798.4
2024-12-03,Barcelona,Hotel 5 estrellas,444.09,8,3552.72
2022-06-24,Ciudad de México,Airbnb,52.9,10,529.0
2025-03-03,Singapur,Hotel 5 estrellas,848.96,12,10187.52
2024-10-07,Río de Janeiro,Hotel 2 estrellas,60.23,7,421.61
2025-01-28,Seúl,Hotel 5 estrellas,564.83,5,2824.15
2024-12-16,Seúl,Airbnb,197.36,9,1776.24
2023-10-10,Sídney,Hotel 5 estrellas,913.93,1,913.93
2024-04-24,Río de Janeiro,Hotel 2 estrellas,71.29,2,142.58
2022-07-14,Tokio,Hotel 4 estrellas,162.55,11,1788.05
2023-05-16,Estambul,Hotel 2 estrellas,62.06,8,496.48
2023-02-14,Roma,Hotel 4 estrellas,184.38,8,1475.04
2023-09-22,Roma,Hotel 4 estrellas,228.75,4,915.0
2022-12-11,Praga,Hotel 2 estrellas,57.52,13,747.76
2023-06-15,El Cairo,Hotel 5 estrellas,292.16,12,3505.92
2024-02-26,Dubái,Hostal,15.32,9,137.88
2024-10-07,Berlín,Hotel 5 estrellas,979.06,10,9790.6
2022-11-13,Nueva York,Hotel 3 estrellas,130.36,6,782.16
2024-12-22,Nueva York,Airbnb,97.64,6,585.84
2024-09-25,Moscú,Hotel 2 estrellas,65.59,4,262.36
2023-03-22,Bangkok,Hotel 2 estrellas,68.42,7,478.94
2024-11-11,Nueva York,Hotel 2 estrellas,72.51,4,290.04
2022-10-27,Toronto,Hotel 5 estrellas,421.93,7,2953.51
2024-01-09,El Cairo,Hotel 3 estrellas,139.74,1,139.74
2023-10-07,Singapur,Hotel 4 estrellas,138.4,13,1799.2
2022-11-03,Seúl,Hotel 5 estrellas,644.44,1,644.44
2023-06-10,Lima,Hotel 4 estrellas,209.44,9,1884.96
2024-12-02,Seúl,Hotel 4 estrellas,238.88,11,2627.68
2024-08-07,Sídney,Hotel 4 estrellas,141.87,10,1418.7
2023-01-16,Ámsterdam,Hostal,30.4,14,425.6
2024-02-01,Singapur,Hotel 5 estrellas,886.72,9,7980.48
2024-01-04,Barcelona,Airbnb,158.52,7,1109.64
2025-03-12,París,Hotel 4 estrellas,159.91,4,639.64
2022-07-07,Nueva York,Airbnb,31.08,3,93.24
2024-11-01,Río de Janeiro,Hotel 4 estrellas,189.1,10,1891.0
2024-04-11,San Francisco,Hotel 2 estrellas,59.92,12,719.04
2024-04-28,Seúl,Hotel 2 estrellas,67.65,1,67.65
2023-10-06,Delhi,Hotel 4 estrellas,173.12,3,519.36
2022-08-26,Seúl,Hotel 5 estrellas,645.39,3,1936.17
2024-03-04,Ámsterdam,Hotel 2 estrellas,47.85,8,382.8
2024-05-21,Toronto,Hostal,26.15,11,287.65
2023-11-12,Ciudad de México,Hotel 5 estrellas,556.29,13,7231.77
2023-05-13,Ciudad del Cabo,Hotel 4 estrellas,210.24,1,210.24
2024-02-06,Tokio,Hotel 5 estrellas,450.65,8,3605.2
2023-06-24,Bangkok,Hotel 3 estrellas,99.4,6,596.4
2023-09-22,Praga,Hotel 5 estrellas,474.38,13,6166.94
2024-03-09,Roma,Hotel 5 estrellas,260.6,3,781.8
2024-04-06,Delhi,Hotel 2 estrellas,43.11,2,86.22
2024-07-27,Ciudad del Cabo,Hotel 2 estrellas,74.78,1,74.78
2022-08-28,Ciudad de México,Airbnb,97.74,14,1368.36
2022-12-23,Nueva York,Hotel 5 estrellas,422.29,5,2111.45
2023-04-28,París,Hotel 2 estrellas,67.87,13,882.31
2022-08-21,Nueva York,Hotel 5 estrellas,566.37,6,3398.22
2023-11-11,Tokio,Hostal,12.35,12,148.2
2024-05-23,El Cairo,Hotel 5 estrellas,328.76,7,2301.32
2025-03-04,Ámsterdam,Hostal,18.37,7,128.59
2025-03-07,Lima,Airbnb,150.93,10,1509.3
2023-09-16,Río de Janeiro,Airbnb,132.85,2,265.7
2024-07-28,Ciudad del Cabo,Airbnb,111.78,14,1564.92
2023-01-17,Singapur,Hotel 4 estrellas,204.23,2,408.46
2023-12-25,Lima,Hotel 4 estrellas,138.09,3,414.27
2023-04-13,Estambul,Hotel 5 estrellas,884.7,12,10616.4
2024-09-22,Berlín,Hotel 3 estrellas,92.75,8,742.0
2023-12-23,Estambul,Hotel 4 estrellas,134.56,14,1883.84
2024-08-23,Barcelona,Hotel 5 estrellas,595.85,8,4766.8
2024-02-15,Toronto,Hotel 3 estrellas,115.36,14,1615.04
2023-02-27,El Cairo,Hotel 4 estrellas,124.14,10,1241.4
2024-02-05,Londres,Hotel 3 estrellas,128.8,7,901.6
2023-08-11,Berlín,Hostal,46.25,5,231.25
2023-12-05,Seúl,Hotel 3 estrellas,107.36,7,751.52
2022-08-17,París,Airbnb,82.07,12,984.84
2025-04-05,Barcelona,Hotel 2 estrellas,71.75,2,143.5
2022-12-13,Barcelona,Hotel 5 estrellas,226.62,8,1812.96
2023-02-14,El Cairo,Hotel 5 estrellas,410.7,5,2053.5
2023-03-01,Praga,Airbnb,45.56,3,136.68
2022-09-03,Toronto,Hotel 3 estrellas,135.11,2,270.22
2022-08-13,Berlín,Hotel 3 estrellas,113.81,7,796.67
2023-10-12,Estambul,Hotel 5 estrellas,358.62,14,5020.68
2022-11-29,Berlín,Hotel 5 estrellas,707.82,14,9909.48
2024-02-26,Ciudad de México,Hotel 2 estrellas,45.57,1,45.57
2024-12-02,Tokio,Hotel 5 estrellas,416.52,9,3748.68
2023-08-01,Buenos Aires,Hotel 5 estrellas,692.89,14,9700.46
2025-01-23,Roma,Hotel 4 estrellas,224.68,12,2696.16
2022-10-23,Praga,Airbnb,51.81,11,569.91
2022-06-04,Berlín,Hotel 2 estrellas,76.35,10,763.5
2025-03-12,Río de Janeiro,Hotel 4 estrellas,204.28,6,1225.68
2022-12-01,Bangkok,Hotel 2 estrellas,66.44,6,398.64
2025-03-10,Barcelona,Hotel 2 estrellas,52.19,14,730.66
2024-08-08,Nueva York,Hotel 4 estrellas,220.05,10,2200.5
2022-08-14,Lima,Hotel 3 estrellas,134.06,9,1206.54
2023-03-10,Nueva York,Hotel 5 estrellas,498.55,3,1495.65
2022-09-30,Ciudad de México,Hotel 4 estrellas,205.49,3,616.47
2022-08-11,El Cairo,Airbnb,167.08,6,1002.48
2024-11-11,Berlín,Airbnb,59.5,3,178.5
2025-01-20,Estambul,Airbnb,101.18,6,607.08
2022-12-28,Estambul,Hostal,39.73,1,39.73
2024-07-07,Singapur,Hotel 2 estrellas,48.66,13,632.58
2023-04-08,Londres,Hostal,22.13,1,22.13
2023-07-11,Praga,Airbnb,191.98,13,2495.74
2022-11-25,Río de Janeiro,Hotel 2 estrellas,57.7,7,403.9
2025-03-16,Roma,Hotel 2 estrellas,50.46,5,252.3
2023-11-22,Roma,Hotel 5 estrellas,544.98,13,7084.74
2025-02-01,Ciudad de México,Hostal,38.88,4,155.52
2023-04-15,Roma,Hostal,40.36,4,161.44
2023-03-12,Toronto,Hostal,18.5,6,111.0
2023-01-04,Ciudad del Cabo,Hotel 3 estrellas,79.94,10,799.4
2023-12-04,Dubái,Hotel 5 estrellas,334.97,9,3014.73
2023-11-23,Estambul,Airbnb,125.17,6,751.02
2024-07-23,El Cairo,Hotel 5 estrellas,912.63,1,912.63
2024-10-24,Delhi,Hostal,27.18,2,54.36
2025-01-05,Ámsterdam,Hotel 5 estrellas,718.29,14,10056.06
2024-09-11,Bangkok,Hotel 2 estrellas,62.58,6,375.48
2025-03-23,San Francisco,Hotel 2 estrellas,42.67,12,512.04
2022-10-27,Seúl,Hostal,34.08,2,68.16
2022-07-26,Singapur,Hotel 2 estrellas,77.85,8,622.8
2023-12-12,Londres,Hotel 5 estrellas,225.28,1,225.28
2023-04-26,Roma,Hotel 3 estrellas,73.05,9,657.45
2024-04-11,Londres,Hostal,24.31,8,194.48
2023-07-25,París,Hotel 4 estrellas,109.63,5,548.15
2024-12-30,Praga,Hotel 4 estrellas,124.66,6,747.96
2023-10-01,París,Hotel 4 estrellas,154.92,6,929.52
2024-10-28,Ciudad del Cabo,Hotel 5 estrellas,658.17,4,2632.68
2023-08-13,Berlín,Hostal,15.74,8,125.92
2023-11-17,Sídney,Hotel 4 estrellas,185.99,2,371.98
2024-10-27,Singapur,Hotel 5 estrellas,562.97,2,1125.94
2024-04-07,El Cairo,Hotel 2 estrellas,40.16,11,441.76
2022-12-25,Singapur,Hotel 5 estrellas,446.74,11,4914.14
2022-10-29,San Francisco,Hostal,26.3,8,210.4
2022-12-29,Dubái,Hotel 2 estrellas,67.28,1,67.28
2023-03-13,Río de Janeiro,Hotel 4 estrellas,206.8,12,2481.6
2025-01-18,Río de Janeiro,Hotel 4 estrellas,195.25,11,2147.75
2023-07-04,París,Hotel 5 estrellas,215.93,4,863.72
2023-07-17,Ciudad de México,Hostal,24.54,3,73.62
2024-10-30,San Francisco,Hostal,19.51,2,39.02
2024-05-16,El Cairo,Hotel 4 estrellas,106.73,1,106.73
2022-11-14,Río de Janeiro,Hotel 4 estrellas,216.68,2,433.36
2024-07-09,Delhi,Hotel 5 estrellas,978.44,5,4892.2
2023-10-24,París,Hostal,35.51,9,319.59
2025-01-11,Londres,Airbnb,113.19,8,905.52
2023-10-09,Roma,Hotel 5 estrellas,755.96,6,4535.76
2024-09-22,Londres,Hostal,16.77,3,50.31
2024-01-02,Bangkok,Hotel 5 estrellas,993.28,2,1986.56
2024-02-20,Praga,Airbnb,106.03,9,954.27
2024-12-03,Lima,Hotel 5 estrellas,594.42,1,594.42
2024-02-18,Dubái,Hotel 3 estrellas,65.18,6,391.08
2023-08-24,Estambul,Hotel 2 estrellas,45.76,10,457.6
2022-10-13,Barcelona,Hostal,43.2,5,216.0
2024-02-26,Barcelona,Hostal,12.84,1,12.84
2023-11-08,Toronto,Airbnb,165.17,13,2147.21
2023-03-03,Praga,Hotel 3 estrellas,94.31,5,471.55
2024-02-20,San Francisco,Airbnb,62.66,12,751.92
2025-03-24,Ámsterdam,Hotel 2 estrellas,52.05,2,104.1
2023-08-15,Singapur,Hotel 4 estrellas,105.46,6,632.76
2022-05-30,Praga,Airbnb,140.93,13,1832.09
2023-11-26,Lima,Hotel 4 estrellas,111.27,12,1335.24
2023-12-26,Ámsterdam,Hotel 2 estrellas,46.18,14,646.52
2024-12-20,París,Hostal,46.06,4,184.24
2022-08-25,Tokio,Hotel 3 estrellas,76.27,7,533.89
2024-03-22,Ámsterdam,Airbnb,85.27,7,596.89
2023-11-30,Singapur,Hotel 2 estrellas,77.73,7,544.11
2024-02-08,Ciudad del Cabo,Hotel 3 estrellas,143.88,5,719.4
2024-11-25,Lima,Hotel 5 estrellas,610.81,1,610.81
2025-03-23,Lima,Airbnb,70.77,8,566.16
2024-06-30,Delhi,Hotel 5 estrellas,619.82,1,619.82
2023-10-17,Tokio,Hotel 2 estrellas,77.57,9,698.13
2024-03-15,Singapur,Hotel 3 estrellas,114.07,4,456.28
2024-01-26,Sídney,Airbnb,197.49,1,197.49
2024-03-16,Río de Janeiro,Hostal,14.59,8,116.72
2024-07-19,Seúl,Hotel 2 estrellas,66.34,1,66.34
2023-01-02,Sídney,Hotel 2 estrellas,77.09,14,1079.26
2023-06-25,Ciudad del Cabo,Airbnb,130.86,5,654.3
2023-12-19,Barcelona,Hotel 3 estrellas,91.11,14,1275.54
2024-12-16,Ciudad del Cabo,Hostal,30.87,13,401.31
2024-10-28,Delhi,Hotel 2 estrellas,62.85,11,691.35
2024-06-30,París,Hostal,19.71,7,137.97
2024-04-20,Tokio,Hotel 3 estrellas,121.13,9,1090.17
2023-04-16,Londres,Airbnb,94.01,9,846.09
2022-12-16,San Francisco,Hostal,13.86,11,152.46
2023-06-02,Ámsterdam,Hotel 2 estrellas,62.55,12,750.6
2023-03-26,Praga,Hotel 2 estrellas,61.18,7,428.26
2023-08-01,Moscú,Hotel 2 estrellas,64.55,12,774.6
2022-08-16,Barcelona,Hotel 4 estrellas,233.49,6,1400.94
2024-02-01,Toronto,Hotel 3 estrellas,70.01,14,980.14
2023-10-04,París,Hotel 2 estrellas,60.42,2,120.84
2023-11-23,Dubái,Hotel 2 estrellas,69.11,9,621.99
2022-11-02,Buenos Aires,Airbnb,162.53,8,1300.24
2023-03-27,Lima,Hotel 5 estrellas,752.5,8,6020.0
2025-02-14,Estambul,Hotel 2 estrellas,72.22,10,722.2
2024-10-06,París,Hotel 4 estrellas,145.18,7,1016.26
2025-03-07,Praga,Hostal,26.97,1,26.97
2022-06-18,Toronto,Airbnb,55.21,8,441.68
2023-12-28,El Cairo,Hotel 3 estrellas,91.09,5,455.45
2022-12-21,Londres,Hotel 2 estrellas,47.41,4,189.64
2023-03-13,Buenos Aires,Hotel 4 estrellas,196.24,11,2158.64
2022-10-08,Bangkok,Hotel 4 estrellas,216.0,4,864.0
2024-02-14,Nueva York,Airbnb,46.62,2,93.24
2023-08-03,Seúl,Airbnb,31.09,8,248.72
2023-06-10,Toronto,Hotel 4 estrellas,185.6,8,1484.8
2023-12-13,Delhi,Hostal,19.55,4,78.2
2022-07-05,Tokio,Hotel 2 estrellas,44.04,14,616.56
2022-08-16,Moscú,Hotel 2 estrellas,63.83,8,510.64
2023-05-23,Ciudad de México,Hotel 5 estrellas,228.94,14,3205.16
2024-08-03,Barcelona,Hostal,32.51,5,162.55
2024-01-05,Sídney,Hotel 5 estrellas,898.67,7,6290.69
2022-08-20,Praga,Hotel 2 estrellas,59.35,5,296.75
2023-10-12,Buenos Aires,Hotel 2 estrellas,54.32,10,543.2
2024-12-27,Moscú,Hotel 2 estrellas,50.67,13,658.71
2022-09-21,Moscú,Hotel 3 estrellas,76.86,1,76.86
2022-08-31,San Francisco,Airbnb,106.29,6,637.74
2024-04-14,Roma,Hotel 4 estrellas,121.5,2,243.0
2023-07-17,Berlín,Hotel 5 estrellas,782.45,4,3129.8
2024-09-13,Sídney,Hotel 4 estrellas,200.54,12,2406.48
2023-03-03,Nueva York,Hostal,18.74,6,112.44
2024-06-10,París,Hotel 2 estrellas,62.76,9,564.84
2022-09-29,Singapur,Hotel 4 estrellas,241.4,13,3138.2
2024-05-14,Buenos Aires,Hotel 3 estrellas,145.16,7,1016.12
2024-01-11,Ámsterdam,Airbnb,125.15,8,1001.2
2024-10-14,Roma,Hotel 4 estrellas,153.21,4,612.84
2024-12-22,Ciudad del Cabo,Hotel 2 estrellas,60.48,2,120.96
2024-08-10,San Francisco,Hotel 3 estrellas,62.83,5,314.15
2023-05-31,San Francisco,Hotel 5 estrellas,234.45,7,1641.15
2023-03-13,Estambul,Hotel 4 estrellas,216.64,12,2599.68
2024-07-16,Dubái,Hostal,42.96,6,257.76
2023-05-24,Praga,Hotel 4 estrellas,185.49,11,2040.39
2022-10-10,Londres,Hotel 2 estrellas,69.79,12,837.48
2022-10-05,Moscú,Hotel 2 estrellas,60.58,8,484.64
2024-04-20,Dubái,Hostal,39.21,5,196.05
2024-04-05,Dubái,Hostal,33.39,14,467.46
2024-02-19,Estambul,Hotel 2 estrellas,76.92,2,153.84
2023-04-22,San Francisco,Hostal,40.01,11,440.11
2023-03-04,Berlín,Hostal,42.38,11,466.18
2024-11-01,San Francisco,Airbnb,81.99,14,1147.86
2025-04-10,Ciudad del Cabo,Hotel 4 estrellas,152.98,3,458.94
